distance,bodyCount,name,id,id64,coords,coordsLocked,requirePermit,information,primaryStar,duplicates,anchor_system,anchor_description,permitName
82.23,9.0,Col 69 Sector RO-E b13-0,2476344,677396095873.0,"{'x': 475.6875, 'y': -262.90625, 'z': -1383.46875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector RO-E b13-0 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
95.97,6.0,Col 69 Sector PT-E b13-0,60887836,677396161409.0,"{'x': 475.875, 'y': -241.28125, 'z': -1382.875}",False,False,{},{},,Col 69 Sector RN-S c4-9,,
61.36,17.0,Col 69 Sector QN-S c4-7,10606141,2008802922930.0,"{'x': 476.46875, 'y': -337.78125, 'z': -1426.6875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector QN-S c4-7 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
97.24,16.0,Col 69 Sector YZ-O c6-8,1191152,2283680829890.0,"{'x': 472.375, 'y': -309.78125, 'z': -1347.21875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector YZ-O c6-8', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
62.37,12.0,Col 69 Sector UT-Q c5-7,2465660,2008802922938.0,"{'x': 476.75, 'y': -335.78125, 'z': -1408.96875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector UT-Q c5-7', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
81.99,2.0,Col 69 Sector SI-S c4-7,25526033,2008802890162.0,"{'x': 477, 'y': -370.34375, 'z': -1429.6875}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector SI-S c4-7', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
84.96,11.0,Col 69 Sector HH-I b11-0,44934288,677396161393.0,"{'x': 477, 'y': -241.9375, 'z': -1420.21875}",False,False,{},{},,Col 69 Sector RN-S c4-9,,
63.81,11.0,Col 69 Sector SY-Q c5-2,2476335,634413420986.0,"{'x': 477.28125, 'y': -302.90625, 'z': -1390.03125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector SY-Q c5-2', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
75.23,1.0,Col 69 Sector VE-E b13-0,1191158,677395964801.0,"{'x': 477.4375, 'y': -296.15625, 'z': -1373.0625}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector VE-E b13-0', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
75.83,19.0,Col 69 Sector HR-V d2-5,12129781,182376679643.0,"{'x': 477.875, 'y': -254.0625, 'z': -1415.09375}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector HR-V d2-5 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
57.45,10.0,Col 69 Sector UT-Q c5-9,2476326,2558558736826.0,"{'x': 478.25, 'y': -325.4375, 'z': -1407.9375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector UT-Q c5-9 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
60.83,10.0,Col 69 Sector UT-Q c5-3,2476327,909291295162.0,"{'x': 478.40625, 'y': -315.6875, 'z': -1394.34375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector UT-Q c5-3', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
64.74,6.0,Col 69 Sector SI-S c4-2,3224594,634413355442.0,"{'x': 478.46875, 'y': -346.84375, 'z': -1429.53125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector SI-S c4-2', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
85.46,9.0,Col 69 Sector XP-C b14-0,4529850,677396030345.0,"{'x': 478.96875, 'y': -279.28125, 'z': -1363.3125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector XP-C b14-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
83.7,10.0,Col 69 Sector AV-O c6-11,3057452,3108314517954.0,"{'x': 476.8125, 'y': -354.0625, 'z': -1380.21875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector AV-O c6-11', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
74.5,3.0,Col 69 Sector QN-S c4-2,12724030,634413388210.0,"{'x': 462.4375, 'y': -339.0625, 'z': -1427.71875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector QN-S c4-2 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
94.3,2.0,Col 69 Sector SJ-E b13-0,1191136,677127594881.0,"{'x': 462.15625, 'y': -273.84375, 'z': -1369.71875}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector SJ-E b13-0 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
93.56,3.0,Col 69 Sector NS-S c4-5,5084624,1458980032946.0,"{'x': 444.75, 'y': -269.96875, 'z': -1429.4375}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector NS-S c4-5 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
98.76,,Col 69 Sector PD-R c5-6,15182859,1733857972666.0,"{'x': 446.375, 'y': -261.1875, 'z': -1402.09375}",True,False,{},{},,Col 69 Sector RN-S c4-9,,
98.99,16.0,Col 69 Sector NS-T d3-2,21608727,79297448163.0,"{'x': 448.125, 'y': -332.84375, 'z': -1375.84375}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector NS-T d3-2 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
96.98,1.0,Col 69 Sector PD-R c5-8,14412531,2283613786554.0,"{'x': 448.375, 'y': -263.28125, 'z': -1398.625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector PD-R c5-8', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
93.06,15.0,Col 69 Sector ND-G b12-0,4708667,676859159417.0,"{'x': 448.5625, 'y': -280.25, 'z': -1390.28125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector ND-G b12-0 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
86.66,4.0,Col 69 Sector JM-V d2-16,4708666,560333785307.0,"{'x': 448.59375, 'y': -279.78125, 'z': -1417.4375}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector JM-V d2-16 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
98.44,15.0,Col 69 Sector HR-V d2-8,26137466,285455894747.0,"{'x': 450.3125, 'y': -250.4375, 'z': -1427.34375}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector HR-V d2-8', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
83.63,3.0,Col 69 Sector TT-Q c5-6,3360268,1733857907130.0,"{'x': 450.59375, 'y': -329.0625, 'z': -1410.375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector TT-Q c5-6 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
85.93,11.0,Col 69 Sector JM-V d2-8,13904774,285455878363.0,"{'x': 451.15625, 'y': -330.75, 'z': -1400.3125}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector JM-V d2-8', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
96.75,19.0,Col 69 Sector DW-J b10-0,7441293,676859224937.0,"{'x': 451.3125, 'y': -251.96875, 'z': -1427.71875}",True,False,"{'allegiance': 'Independent', 'government': 'Democracy', 'faction': 'The Dark Wheel', 'factionState': 'None', 'population': 5056, 'security': 'Low', 'economy': 'Industrial', 'secondEconomy': 'None', 'reserve': None}","{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector DW-J b10-0 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
93.51,1.0,Col 69 Sector LI-G b12-0,7441294,676859224953.0,"{'x': 451.53125, 'y': -262.21875, 'z': -1403.78125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector LI-G b12-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
81.54,1.0,Col 69 Sector NS-S c4-4,43687374,1184102126002.0,"{'x': 451.59375, 'y': -286.25, 'z': -1428.15625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector NS-S c4-4', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
85.58,2.0,Col 69 Sector RY-Q c5-10,21255556,2833369567674.0,"{'x': 452.53125, 'y': -272.1875, 'z': -1421.09375}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector RY-Q c5-10 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
93.1,35.0,Col 69 Sector NS-S c4-6,3236793,1733857939890.0,"{'x': 444.625, 'y': -271.28125, 'z': -1428.09375}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector NS-S c4-6', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
98.7,8.0,Col 69 Sector LH-V d2-15,1578304,525974030555.0,"{'x': 452.65625, 'y': -366.5, 'z': -1407.5}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector LH-V d2-15', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
88.02,2.0,Col 69 Sector WE-P c6-4,54404598,1184169234882.0,"{'x': 483.03125, 'y': -266, 'z': -1364.09375}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector WE-P c6-4 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
97.67,,Col 69 Sector RY-Q c5-5,14785555,1458980032954.0,"{'x': 436.84375, 'y': -280.375, 'z': -1416.84375}",False,False,{},{},,Col 69 Sector RN-S c4-9,,
97.89,1.0,Col 69 Sector TT-Q c5-3,16709643,909224186298.0,"{'x': 438.28125, 'y': -334.3125, 'z': -1404.09375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector TT-Q c5-3', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
93.91,35.0,Col 69 Sector JX-H b11-0,47238947,676859159409.0,"{'x': 439.4375, 'y': -284.03125, 'z': -1421.125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector JX-H b11-0', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
96.96,3.0,Col 69 Sector RY-Q c5-9,17745799,2558491660730.0,"{'x': 439.59375, 'y': -273.71875, 'z': -1420.1875}",False,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector RY-Q c5-9 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
92.68,1.0,Col 69 Sector PY-F b12-0,9852561,676859093881.0,"{'x': 439.8125, 'y': -304, 'z': -1405}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector PY-F b12-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
86.81,1.0,Col 69 Sector WO-Q c5-6,19524997,1733924983226.0,"{'x': 462.28125, 'y': -355.125, 'z': -1398.6875}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector WO-Q c5-6', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
79.75,25.0,Col 69 Sector RY-Q c5-8,5370494,2283613753786.0,"{'x': 452.8125, 'y': -299.71875, 'z': -1407.71875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector RY-Q c5-8', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
72.47,20.0,Col 69 Sector OS-S c4-5,5084623,1459047141810.0,"{'x': 459.90625, 'y': -290.3125, 'z': -1428}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector OS-S c4-5 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
72.39,10.0,Col 69 Sector OS-S c4-3,3367292,909291327922.0,"{'x': 460.03125, 'y': -290.8125, 'z': -1430.9375}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector OS-S c4-3 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
90.54,3.0,Col 69 Sector WO-Q c5-8,11356907,2283680797114.0,"{'x': 460.34375, 'y': -358.28125, 'z': -1397.09375}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector WO-Q c5-8 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
90.68,1.0,Col 69 Sector AQ-L b9-0,3131931,677127660385.0,"{'x': 460.59375, 'y': -261.5, 'z': -1460.40625}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector AQ-L b9-0', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
77.88,16.0,Col 69 Sector QN-S c4-3,4529848,909291295154.0,"{'x': 460.625, 'y': -343.09375, 'z': -1427.6875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector QN-S c4-3 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
97.11,12.0,Col 69 Sector UJ-P c6-3,2476349,909291360706.0,"{'x': 460.75, 'y': -256.59375, 'z': -1381.03125}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector UJ-P c6-3', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
69.49,2.0,Col 69 Sector QN-S c4-8,15132957,2283680829874.0,"{'x': 460.84375, 'y': -313.09375, 'z': -1427.3125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector QN-S c4-8 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
69.65,16.0,Col 69 Sector OS-S c4-7,29781089,2008802955698.0,"{'x': 461.15625, 'y': -299.46875, 'z': -1430.03125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector OS-S c4-7 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
90.05,1.0,Col 69 Sector HR-V d2-6,36163280,216736418011.0,"{'x': 461.25, 'y': -250.03125, 'z': -1424.8125}",True,False,"{'allegiance': 'Independent', 'government': 'Democracy', 'faction': 'The Dark Wheel', 'factionState': 'None', 'population': 5052, 'security': 'Low', 'economy': 'Military', 'secondEconomy': 'None', 'reserve': None}","{'type': 'F (White) Star', 'name': 'Col 69 Sector HR-V d2-6', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
97.87,4.0,Col 69 Sector AV-O c6-6,1578303,1733924983234.0,"{'x': 461.4375, 'y': -364, 'z': -1383.875}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector AV-O c6-6', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
94.64,1.0,Col 69 Sector WE-P c6-3,1191168,909291327938.0,"{'x': 461.65625, 'y': -301.15625, 'z': -1360.46875}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector WE-P c6-3', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
73.51,2.0,Col 69 Sector SY-Q c5-9,15910219,2558558769594.0,"{'x': 461.8125, 'y': -285.1875, 'z': -1410.78125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector SY-Q c5-9 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
74.58,3.0,Col 69 Sector SY-Q c5-10,3236791,2833436676538.0,"{'x': 461.90625, 'y': -281.90625, 'z': -1410.40625}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector SY-Q c5-10 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
68.82,11.0,Col 69 Sector OS-S c4-10,14857843,2833436676530.0,"{'x': 461.96875, 'y': -299.46875, 'z': -1429.6875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector OS-S c4-10', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
83.02,37.0,Col 69 Sector UE-E b13-0,1191133,677127529345.0,"{'x': 461.96875, 'y': -285.25, 'z': -1383.875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector UE-E b13-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
68.95,1.0,Col 69 Sector UT-Q c5-5,41970,1459047109050.0,"{'x': 462.03125, 'y': -317.125, 'z': -1419.5}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector UT-Q c5-5', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
73.45,11.0,Col 69 Sector JM-V d2-7,4769972,251096139995.0,"{'x': 462.09375, 'y': -329.15625, 'z': -1407.53125}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'Col 69 Sector JM-V d2-7', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
98.6,15.0,Col 69 Sector GH-I b11-0,12129458,677127725937.0,"{'x': 459.6875, 'y': -239.03125, 'z': -1424.84375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector GH-I b11-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
86.33,1.0,Col 69 Sector JM-V d2-9,4769941,319815616731.0,"{'x': 453.25, 'y': -335.9375, 'z': -1397.78125}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector JM-V d2-9', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
76.87,10.0,Col 69 Sector UT-Q c5-2,11156592,634413388218.0,"{'x': 459.375, 'y': -337.375, 'z': -1418.875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector UT-Q c5-2', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
81.37,7.0,Col 69 Sector UT-Q c5-0,10262164,84657574330.0,"{'x': 455.78125, 'y': -340.84375, 'z': -1421.1875}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector UT-Q c5-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
81.81,12.0,Col 69 Sector UT-Q c5-1,4407600,359535481274.0,"{'x': 455.875, 'y': -342.21875, 'z': -1422.0625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector UT-Q c5-1', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
98.02,8.0,Col 69 Sector HR-V d2-19,15204042,663413016795.0,"{'x': 455.9375, 'y': -246.78125, 'z': -1406.65625}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'Col 69 Sector HR-V d2-19', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
99.61,10.0,Col 69 Sector HR-V d2-17,9532054,594693540059.0,"{'x': 456.84375, 'y': -243.625, 'z': -1405.34375}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector HR-V d2-17 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
76.47,16.0,Col 69 Sector OS-S c4-2,22554619,634413420978.0,"{'x': 456.875, 'y': -286.125, 'z': -1427.09375}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector OS-S c4-2 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
73.3,9.0,Col 69 Sector SY-Q c5-0,7980858,84657607098.0,"{'x': 457.09375, 'y': -304, 'z': -1420.6875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector SY-Q c5-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
88.65,2.0,Col 69 Sector WE-P c6-10,1191134,2833436676546.0,"{'x': 457.5, 'y': -281.375, 'z': -1382.15625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector WE-P c6-10 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
90.65,17.0,Col 69 Sector HR-V d2-7,394027,251096156379.0,"{'x': 457.53125, 'y': -253.75, 'z': -1424.5625}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector HR-V d2-7', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
93.91,7.0,Col 69 Sector NS-T d3-11,1191135,388535093475.0,"{'x': 457.625, 'y': -279.5, 'z': -1373}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector NS-T d3-11', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
73.0,1.0,Col 69 Sector SY-Q c5-1,45447175,359535514042.0,"{'x': 457.71875, 'y': -299.34375, 'z': -1422.1875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector SY-Q c5-1', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
74.53,11.0,Col 69 Sector OS-S c4-4,9041781,1184169234866.0,"{'x': 458.375, 'y': -288.625, 'z': -1430.90625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector OS-S c4-4', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
76.36,1.0,Col 69 Sector JM-V d2-12,16596806,422894831835.0,"{'x': 458.84375, 'y': -288.90625, 'z': -1405.84375}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'Col 69 Sector JM-V d2-12', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
98.99,10.0,Col 69 Sector WP-C b14-0,1191137,677127594889.0,"{'x': 458.9375, 'y': -279.9375, 'z': -1362.65625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector WP-C b14-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
92.15,,Col 69 Sector QD-R c5-4,6404866,1184169267642.0,"{'x': 483.21875, 'y': -237.71875, 'z': -1388.71875}",False,False,{},{},,Col 69 Sector RN-S c4-9,,
87.45,2.0,Col 69 Sector WO-Q c5-7,10375956,2008802890170.0,"{'x': 461.5625, 'y': -352.46875, 'z': -1394.25}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector WO-Q c5-7 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
70.5,36.0,Col 69 Sector HR-V d2-14,31527891,491614324955.0,"{'x': 483.34375, 'y': -255.3125, 'z': -1424.0625}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'Col 69 Sector HR-V d2-14 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
84.94,9.0,Orion Dark Region BG-X c1-0,4808087,84791857602.0,"{'x': 562.03125, 'y': -242.15625, 'z': -1382.34375}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Orion Dark Region BG-X c1-0 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
79.41,5.0,Col 69 Sector UI-S c4-4,14341569,1184303387058.0,"{'x': 562.28125, 'y': -380.5, 'z': -1429.84375}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector UI-S c4-4', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
93.32,2.0,Col 69 Sector IR-V d2-1,3182880,44954503387.0,"{'x': 562.5, 'y': -220.625, 'z': -1420.875}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector IR-V d2-1', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
75.8,16.0,Col 69 Sector SD-R c5-2,3008139,634547671482.0,"{'x': 562.875, 'y': -239.71875, 'z': -1422.75}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector SD-R c5-2 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
78.25,5.0,Col 69 Sector UI-S c4-1,2985650,359669666226.0,"{'x': 563, 'y': -378.875, 'z': -1430.28125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector UI-S c4-1 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
80.4,3.0,Col 69 Sector OX-S c4-8,23756336,2283815113138.0,"{'x': 563.0625, 'y': -234.78125, 'z': -1429.15625}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector OX-S c4-8 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
64.89,2.0,Orion Dark Region DB-X c1-2,3131892,634547638722.0,"{'x': 563.09375, 'y': -275.84375, 'z': -1379.75}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Orion Dark Region DB-X c1-2 A', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
83.4,4.0,Orion Dark Region DB-X c1-8,5831160,2283815080386.0,"{'x': 563.46875, 'y': -269.03125, 'z': -1359.6875}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Orion Dark Region DB-X c1-8 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
97.53,1.0,Col 69 Sector WD-S c4-2,18972893,634547540402.0,"{'x': 564.03125, 'y': -399.40625, 'z': -1428.9375}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector WD-S c4-2', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
54.68,28.0,Col 69 Sector QS-S c4-5,4770817,1459181359538.0,"{'x': 564.03125, 'y': -265.15625, 'z': -1426.71875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector QS-S c4-5 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
57.87,2.0,Orion Dark Region FW-W c1-3,6858536,909425512898.0,"{'x': 564.21875, 'y': -311.09375, 'z': -1378.78125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Orion Dark Region FW-W c1-3', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
84.11,10.0,Col 69 Sector UI-S c4-3,18353224,909425480114.0,"{'x': 564.71875, 'y': -384.65625, 'z': -1427.96875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector UI-S c4-3 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
80.68,20.0,Orion Dark Region WJ-A d6,3252587,216753195227.0,"{'x': 564.9375, 'y': -239.59375, 'z': -1400.65625}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Orion Dark Region WJ-A d6 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
37.88,5.0,Orion Dark Region BQ-Y c7,8855426,2008937140666.0,"{'x': 565.28125, 'y': -319.1875, 'z': -1416.8125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Orion Dark Region BQ-Y c7 A', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
83.93,13.0,Orion Dark Region CL-Y d5,3195277,182393440483.0,"{'x': 566.21875, 'y': -289.75, 'z': -1351.90625}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Orion Dark Region CL-Y d5', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
70.39,1.0,Orion Dark Region BB-W b2-0,5805344,678469772161.0,"{'x': 566.46875, 'y': -283.15625, 'z': -1370.53125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Orion Dark Region BB-W b2-0', 'isScoopable': True}",,Col 69 Sector RN-S c4-9,,
40.21,1.0,Orion Dark Region XJ-A c10,10216087,2833570861490.0,"{'x': 566.5, 'y': -324.34375, 'z': -1430.71875}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Orion Dark Region XJ-A c10', 'isScoopable': False}",,Col 69 Sector RN-S c4-9,,
